店铺名称,店铺链接,商品名,价格,销量
莫拉克数码专营店,//detail.tmall.com/item.htm?id=608979167839&skuId=4445995791586&areaId=410500&user_id=431317864&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,360vizza4GB+32GB内存|4020mAh大电池,599.00,10
卓瓦数码专营店,//detail.tmall.com/item.htm?id=606257189933&skuId=4472833154251&areaId=410500&standard=1&user_id=686947088&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Apple/苹果iPhone7Plus,3868.00,968
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=564233694399&skuId=4147917013984&areaId=410500&standard=1&user_id=2124152022&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Samsung/三星GALAXYS8SM-G9500全视曲面屏虹膜识别,2798.00,22
卓瓦数码专营店,//detail.tmall.com/item.htm?id=605157273489&skuId=4303657900662&areaId=410500&standard=1&user_id=686947088&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,ZTE/中兴ZTEV1000,845.00,105
启能数码专营店,//detail.tmall.com/item.htm?id=603863937802&skuId=4402213871398&areaId=410500&standard=1&user_id=507957984&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米红米S2前置1600万自拍手机智能美颜,788.00,63
飞可盈数码专营店,//detail.tmall.com/item.htm?id=564678703480&skuId=4478281311148&areaId=410500&standard=1&user_id=698360813&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,21KEM1S触屏老人手机大音量大屏老人机,599.00,175
豪置数码专营店,//detail.tmall.com/item.htm?id=602944883365&skuId=4247853188901&areaId=410500&standard=1&user_id=1639805004&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,honor/荣耀荣耀play,1299.00,131
启能数码专营店,//detail.tmall.com/item.htm?id=602520162868&skuId=4391628942837&areaId=410500&user_id=507957984&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米红米Note4X,628.00,45
华飞数码专营店,//detail.tmall.com/item.htm?id=576892574794&skuId=4079056266471&areaId=410500&standard=1&user_id=1657780380&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,360n7Pro6GB大运存/骁龙710/4000mAh电池,1199.00,32
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=564057204459&skuId=4319416507091&areaId=410500&user_id=2124152022&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Samsung/三星GALAXYNote8SM-N9500全视曲面屏双镜头双防抖,4380.00,15
连盛数码专营店,//detail.tmall.com/item.htm?id=605723715287&skuId=4244058401973&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Meizu/魅族16thPlus超91%屏占比屏下指纹,1958.00,54
8848手机官方旗舰店,//detail.tmall.com/item.htm?id=575180852479&skuId=3774662448783&areaId=410500&standard=1&user_id=2966545063&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,8848M5,12999.00,6
飞利浦手机官方旗舰店,//detail.tmall.com/item.htm?id=545077221332&skuId=3286518960544&areaId=410500&standard=1&user_id=2277704621&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Philips/飞利浦X818重力感应WIFI上网双卡双待,648.00,6
天杰数码专营店,//detail.tmall.com/item.htm?id=592792264687&skuId=4262654139458&areaId=410500&user_id=845231900&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,ZTE/中兴Z999,4980.00,3
蒙奇数码专营店,//detail.tmall.com/item.htm?id=581129203325&skuId=3877941081019&areaId=410500&standard=1&user_id=1764645385&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Coolpad/酷派1872-A0酷玩7天猫十周年定制版,499.00,67
亿品汇数码专营,//detail.tmall.com/item.htm?id=598581230541&skuId=4467110450457&areaId=410500&standard=1&user_id=1718968945&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Huawei/华为麦芒7大电池长续航智慧摄影,539.00,64
四川移动官方旗舰店,//detail.tmall.com/item.htm?id=609475410208&skuId=4309278013576&areaId=410500&user_id=1902393607&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Apple/苹果AppleiPhoneXS,6310.00,3
朵唯官方旗舰店,//detail.tmall.com/item.htm?id=594234276202&skuId=4285500182265&areaId=410500&standard=1&user_id=745667243&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,DOOV/朵唯D1,649.00,50
昭华数码专营店,//detail.tmall.com/item.htm?id=598767892839&skuId=4265815572377&areaId=410500&standard=1&user_id=4163757727&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,小辣椒小辣椒7A6英寸全面屏1300万后置美颜,799.00,38
SONY手机官方旗舰店,//detail.tmall.com/item.htm?id=587296389784&skuId=4164992695536&areaId=410500&standard=1&user_id=2528566607&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Sony/索尼I429321#3B9全高清宽屏显示屏,2799.00,24
天猫全球官方店（新加坡）,//detail.tmall.com/item.htm?id=605564295434&skuId=4412764095622&areaId=410500&standard=1&user_id=4245700460&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,【直营】vivoU3X水滴全面屏大电池拍照智能手机面部指纹双识别全网通,799.00,11
中电盈讯数码专营店,//detail.tmall.com/item.htm?id=601878324092&skuId=4494306887195&areaId=410500&standard=1&user_id=661871428&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,小辣椒红辣椒9E,769.00,937
蒙奇数码专营店,//detail.tmall.com/item.htm?id=574894979591&skuId=3932263399698&areaId=410500&standard=1&user_id=1764645385&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Coolpad/酷派1872-A0,499.00,33
守护宝旗舰店,//detail.tmall.com/item.htm?id=555070865703&skuId=3422994716145&areaId=410500&standard=1&user_id=3328381361&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,守护宝上海中兴F5,649.00,0
久汇数码专营店,//detail.tmall.com/item.htm?id=576792287391&skuId=4388217506746&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Huawei/华为nova3,1349.00,152
玩风数码专营店,//detail.tmall.com/item.htm?id=549359928897&skuId=4289671772477&areaId=410500&user_id=761647182&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Huawei/华为P10Plus前置徕卡#3A前置指纹#3A时尚流行色,2099.00,18
卓越嘉成数码专营店,//detail.tmall.com/item.htm?id=585413133576&skuId=4132860658224&areaId=410500&standard=1&user_id=1832735086&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,OUKI/欧奇OKp9现货速发商务智能手机可当充电宝,999.00,13
乐闻数码专营店,//detail.tmall.com/item.htm?id=601672331598&skuId=4204546636275&areaId=410500&standard=1&user_id=722185837&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,小辣椒7x强劲8核4+64GB全面屏,599.00,32
浩瑜数码专营店,//detail.tmall.com/item.htm?id=589612615391&skuId=4473167006418&areaId=410500&standard=1&user_id=3994662922&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Coolpad/酷派1831-A0,489.00,70
连盛数码专营店,//detail.tmall.com/item.htm?id=602016086473&skuId=4380565022372&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Meizu/魅族魅族16sPro骁龙855Plus4800W光学防抖三摄,2898.00,8
vivo欧曙专卖店,//detail.tmall.com/item.htm?id=613789436081&skuId=4504743031398&areaId=410500&user_id=1637289231&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,vivoS6,2998.00,0
8848手机官方旗舰店,//detail.tmall.com/item.htm?id=584431051006&skuId=4248281445476&areaId=410500&standard=1&user_id=2966545063&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,8848M5锐志版,9999.00,17
黑莓急吼吼专卖店,//detail.tmall.com/item.htm?id=592316762408&skuId=4074620512851&areaId=410500&standard=1&user_id=2200899378328&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,BlackBerry/黑莓KEY2QWERTY全键盘/中英文飞字/AI语音,3849.00,31
八联星数码专营店,//detail.tmall.com/item.htm?id=602009784440&skuId=4492684231082&areaId=410500&user_id=2204125353235&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,honor/荣耀畅玩6,418.00,0
天杰数码专营店,//detail.tmall.com/item.htm?id=585211450277&skuId=3960583053005&areaId=410500&user_id=845231900&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,小辣椒小辣椒7,589.00,12
安卓快意数码专营店,//detail.tmall.com/item.htm?id=571186390877&skuId=4291696917250&areaId=410500&standard=1&user_id=801373903&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Lenovo/联想Z56.2吋90%屏占比1600万AI双摄,1399.00,34
agm手机旗舰店,//detail.tmall.com/item.htm?id=589497726561&skuId=4028023356574&areaId=410500&standard=1&user_id=3350574230&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,AGM(手机)X3Turbo骁龙845JBL联合调音强悍三防,3699.00,16
鑫睿诚数码专营店,//detail.tmall.com/item.htm?id=608616725544&skuId=4273706120094&areaId=410500&standard=1&user_id=547686779&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,多亲qin2pro,799.00,112店铺名称,店铺链接,商品名,价格,销量
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=605258110430&skuId=4266775277497&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Apple/苹果iPhone11,5999.00,150000.0
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=606336930383&skuId=4309883316687&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEIHuaweiMate30Pro5G,6399.00,50000.0
华为官方旗舰店,//detail.tmall.com/item.htm?id=589815124915&skuId=4042057565364&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEIHUAWEIP30PRO,4488.00,14000.0
小米官方旗舰店,//detail.tmall.com/item.htm?id=600630289146&skuId=4208790576546&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米RedmiNote84800万超清四摄高通骁龙665,1099.00,82000.0
三星官方旗舰店,//detail.tmall.com/item.htm?id=587634209193&skuId=4480191679171&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Samsung/三星GalaxyS10SM-G9730超感观全视屏、超声波屏下指纹,4299.00,1749
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=598079959720&skuId=4480708178238&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,honor/荣耀荣耀9x,1299.00,140000.0
三星官方旗舰店,//detail.tmall.com/item.htm?id=587770474543&skuId=4313218293375&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Samsung/三星GalaxyS10+SM-G9750超感观全视屏、超声波屏下指纹,5099.00,1139
华为官方旗舰店,//detail.tmall.com/item.htm?id=601249956166&skuId=4380116898231&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEI华为畅享10plus,1249.00,55000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=604849700751&skuId=4488173891373&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,vivoiQOONeo855,2298.00,22000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=603070922282&skuId=4420793127771&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,OPPOK5,1899.00,30000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=599251658651&skuId=4330028301107&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,vivoZ5,1798.00,30000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=594834276618&skuId=4487745314467&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,honor/荣耀荣耀20pro,2299.00,34000.0
小米官方旗舰店,//detail.tmall.com/item.htm?id=598173320467&skuId=4212262553184&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米RedmiNote8Pro,1199.00,57000.0
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=577485989656&skuId=3814062988261&areaId=410500&standard=1&user_id=751075004&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Apple/苹果iPhoneXSMax配备A12仿生芯片.支持双卡,5799.00,4128
京合旗舰店,//detail.tmall.com/item.htm?id=605943470549&skuId=4320470601348&areaId=410500&standard=1&user_id=2088045547&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEI华为畅享10,899.00,55000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=602613660417&skuId=4405281055077&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,OPPORenoAce,3199.00,9682
四川移动官方旗舰店,//detail.tmall.com/item.htm?id=608151421319&skuId=4445982995478&areaId=410500&standard=1&user_id=1902393607&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Apple/苹果AppleiPhone11,5650.00,2717
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=580273092631&skuId=4502543035131&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Apple/苹果iPhoneXR,4598.00,12000.0
京合旗舰店,//detail.tmall.com/item.htm?id=596753542423&skuId=4498925723829&areaId=410500&standard=1&user_id=2088045547&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEInova5Pro,2599.00,54000.0
vivo天诚专卖店,//detail.tmall.com/item.htm?id=602618770018&skuId=4487701210531&areaId=410500&standard=1&user_id=697028616&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,vivoNEX35G即将上市加购抽NEX3手机,5298.00,458
信息港数码专营店,//detail.tmall.com/item.htm?id=606209656084&skuId=4424188959782&areaId=410500&standard=1&user_id=2201438992231&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米RedmiK20Pro尊享版骁龙855Plus处理器大容量大内存,3099.00,682
博海宇通数码专营店,//detail.tmall.com/item.htm?id=583757936542&skuId=3939268509009&areaId=410500&standard=1&user_id=1963544026&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEI畅享96.26英寸珍珠屏AI长续航,848.00,10000.0
连盛数码专营店,//detail.tmall.com/item.htm?id=607390476199&skuId=4268653473895&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米小米9,3058.00,620
久汇数码专营店,//detail.tmall.com/item.htm?id=595788307031&skuId=4439198042829&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEI华为畅享9e,769.00,21000.0
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=576304458649&skuId=4327212026523&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,honor/荣耀荣耀8X,1349.00,3306
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=606494648799&skuId=4429656914015&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米小米CC9PRO,2599.00,3064
柔宇数码旗舰店,//detail.tmall.com/item.htm?id=589418068757&skuId=4235193641485&areaId=410500&user_id=2986639056&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,柔宇柔派折叠屏手机首款消费者级别可折叠柔性屏手机,9998.00,139
旭翼数码专营店,//detail.tmall.com/item.htm?id=601269106462&skuId=4401892134050&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEIHUAWEIMate20X(5G)5G.大屏,4099.00,288
晋商数码专营店,//detail.tmall.com/item.htm?id=576793268677&skuId=4333522073225&areaId=410500&standard=1&user_id=210910611&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,honor/荣耀荣耀8XMAX,1199.00,1741
一加创华威专卖店,//detail.tmall.com/item.htm?id=605477484596&skuId=4246808537686&areaId=410500&standard=1&user_id=2432146763&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,OnePlus/一加HD1900,3199.00,3474
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=588744988537&skuId=4034648040125&areaId=410500&standard=1&user_id=2215302589&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEInova4e3200万立体美颜.让本色更出色,1799.00,5630
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=598125723296&skuId=4325264876630&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米小米CC9,2299.00,2941
vivo衡视专卖店,//detail.tmall.com/item.htm?id=609317899740&skuId=4461336355528&areaId=410500&standard=1&user_id=2074230553&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,vivoX30,3298.00,12000.0
和来达数码专营店,//detail.tmall.com/item.htm?id=597343975159&skuId=4324592971297&areaId=410500&standard=1&user_id=1730436394&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEI畅享9PLUS6.5英寸全面屏1600万四摄,849.00,16000.0
魅族官方旗舰店,//detail.tmall.com/item.htm?id=606547898634&skuId=4479628590028&areaId=410500&standard=1&user_id=1695308781&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Meizu/魅族16T,2299.00,7081
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=601378225099&skuId=4379130179886&areaId=410500&standard=1&user_id=3063905773&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米小米CC9E,1399.00,1588
realme官方旗舰店,//detail.tmall.com/item.htm?id=602774989212&skuId=4248406504946&areaId=410500&standard=1&user_id=2200766936524&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,realmeX2,1799.00,6704
realme官方旗舰店,//detail.tmall.com/item.htm?id=601755994066&skuId=4420306794239&areaId=410500&standard=1&user_id=2200766936524&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,realmeQ,1098.00,8101
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=599288641834&skuId=4184093553625&areaId=410500&standard=1&user_id=2215302589&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,honor/荣耀荣耀9XPRO,1999.00,9412
旭翼数码专营店,//detail.tmall.com/item.htm?id=600043598807&skuId=4188157928191&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Huawei/华为Mate20X7.2英寸大屏5000mAh大电池,3279.00,335
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=598805635561&skuId=4172874825063&areaId=410500&standard=1&user_id=3063905773&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEInova5,1899.00,618
美图旗舰店,//detail.tmall.com/item.htm?id=569966140756&skuId=4263071097538&areaId=410500&standard=1&user_id=1811831780&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Meitu/美图T9我的智能摄影师,999.00,2935
民讯通数码专营店,//detail.tmall.com/item.htm?id=599010449090&skuId=4177120048639&areaId=410500&standard=1&user_id=292642853&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米黑鲨游戏手机2骁龙855塔式全域液冷散热,2499.00,1689
玩风数码专营店,//detail.tmall.com/item.htm?id=595466333504&skuId=4445718831837&areaId=410500&standard=1&user_id=761647182&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米Redmi7A4000mhA大电量,538.00,20000.0
年年盛数码专营店,//detail.tmall.com/item.htm?id=594484088624&skuId=4498807015983&areaId=410500&standard=1&user_id=2200645849853&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,nubia/努比亚NX629J,3799.00,283
君胜数码专营店,//detail.tmall.com/item.htm?id=596864506699&skuId=4456064258629&areaId=410500&standard=1&user_id=2201491547305&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米RedmiK20Pro,3299.00,201
气樽数码专营店,//detail.tmall.com/item.htm?id=595471421398&skuId=4611686613898809302&areaId=410500&standard=1&user_id=742644724&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米RedmiK20骁龙855,2488.00,271
vivo欧曙专卖店,//detail.tmall.com/item.htm?id=612436207834&skuId=4493250942431&areaId=410500&standard=1&user_id=1637289231&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,vivoZ6,2298.00,25000.0
久汇数码专营店,//detail.tmall.com/item.htm?id=570664704681&skuId=3852723810601&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Huawei/华为畅享8e青春18#3B9全面屏32GB大内存,469.00,1129
晋商数码专营店,//detail.tmall.com/item.htm?id=579623699524&skuId=4258112080186&areaId=410500&standard=1&user_id=210910611&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Huawei/华为畅享MAX7.12英寸珍珠屏超高清分辨率,1499.00,2327
博海宇通数码专营店,//detail.tmall.com/item.htm?id=590275747995&skuId=4503587403603&areaId=410500&standard=1&user_id=1963544026&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,HUAWEI华为畅享9S,1099.00,9789
魅族官方旗舰店,//detail.tmall.com/item.htm?id=594817537179&skuId=4303555346577&areaId=410500&standard=1&user_id=1695308781&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Meizu/魅族16Xs,1699.00,2381
启能数码专营店,//detail.tmall.com/item.htm?id=579038020005&skuId=4068571643315&areaId=410500&standard=1&user_id=507957984&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Huawei/华为畅享8e5.7英寸全面屏口袋音响,478.00,2572
连盛数码专营店,//detail.tmall.com/item.htm?id=606905979874&skuId=4261724213841&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Meizu/魅族16x屏下光学指纹索尼旗舰双摄,1189.00,2260
岸越数码专营店,//detail.tmall.com/item.htm?id=556565993453&skuId=4319584520584&areaId=410500&user_id=872196368&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Xiaomi/小米小米6双摄变焦骁龙8356GB内存,1939.00,100
首佳誉数码专营店,//detail.tmall.com/item.htm?id=605633564877&skuId=4414738150138&areaId=410500&standard=1&user_id=1824502713&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,vivoU3,1099.00,6336
卓瓦数码专营店,//detail.tmall.com/item.htm?id=593305523406&skuId=4296912376489&areaId=410500&standard=1&user_id=686947088&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,nubia/努比亚红魔,3599.00,115
美图旗舰店,//detail.tmall.com/item.htm?id=577518094619&skuId=4430359694385&areaId=410500&standard=1&user_id=1811831780&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Meitu/美图MP1710限量版礼盒.IP定制.动漫联名,1299.00,576
锦万数码专营,//detail.tmall.com/item.htm?id=606524331004&skuId=4419661695126&areaId=410500&standard=1&user_id=746181913&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,Coolpad/酷派cool9酷派COOL9双卡双待4G全网通手机,599.00,2961
koobee手机旗舰店,//detail.tmall.com/item.htm?id=607604705305&skuId=4435346866811&areaId=410500&user_id=1112551857&cat_id=2&is_b=1&rn=a0ebaa7a154bf5ffd7a24d102d92a02e,koobee/酷比Y3,658.00,1860

