店铺名称,店铺链接,商品名,价格,销量
玩风数码专营店,//detail.tmall.com/item.htm?id=595466333504&skuId=4445718831837&areaId=410500&standard=1&user_id=761647182&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Xiaomi/小米Redmi7A4000mhA大电量,538.00,20000.0
年年盛数码专营店,//detail.tmall.com/item.htm?id=594484088624&skuId=4498807015983&areaId=410500&standard=1&user_id=2200645849853&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,nubia/努比亚NX629J,3799.00,283
君胜数码专营店,//detail.tmall.com/item.htm?id=596864506699&skuId=4456064258629&areaId=410500&standard=1&user_id=2201491547305&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Xiaomi/小米RedmiK20Pro,3299.00,201
气樽数码专营店,//detail.tmall.com/item.htm?id=595471421398&skuId=4611686613898809302&areaId=410500&standard=1&user_id=742644724&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Xiaomi/小米RedmiK20骁龙855,2488.00,271
vivo欧曙专卖店,//detail.tmall.com/item.htm?id=612436207834&skuId=4493250942431&areaId=410500&standard=1&user_id=1637289231&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,vivoZ6,2298.00,25000.0
久汇数码专营店,//detail.tmall.com/item.htm?id=570664704681&skuId=3852723810601&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Huawei/华为畅享8e青春18#3B9全面屏32GB大内存,469.00,1129
晋商数码专营店,//detail.tmall.com/item.htm?id=579623699524&skuId=4258112080186&areaId=410500&standard=1&user_id=210910611&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Huawei/华为畅享MAX7.12英寸珍珠屏超高清分辨率,1499.00,2327
博海宇通数码专营店,//detail.tmall.com/item.htm?id=590275747995&skuId=4503587403603&areaId=410500&standard=1&user_id=1963544026&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,HUAWEI华为畅享9S,1099.00,9789
魅族官方旗舰店,//detail.tmall.com/item.htm?id=594817537179&skuId=4303555346577&areaId=410500&standard=1&user_id=1695308781&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Meizu/魅族16Xs,1699.00,2381
启能数码专营店,//detail.tmall.com/item.htm?id=579038020005&skuId=4068571643315&areaId=410500&standard=1&user_id=507957984&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Huawei/华为畅享8e5.7英寸全面屏口袋音响,478.00,2572
连盛数码专营店,//detail.tmall.com/item.htm?id=606905979874&skuId=4261724213841&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Meizu/魅族16x屏下光学指纹索尼旗舰双摄,1189.00,2260
岸越数码专营店,//detail.tmall.com/item.htm?id=556565993453&skuId=4319584520584&areaId=410500&user_id=872196368&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Xiaomi/小米小米6双摄变焦骁龙8356GB内存,1939.00,100
首佳誉数码专营店,//detail.tmall.com/item.htm?id=605633564877&skuId=4414738150138&areaId=410500&standard=1&user_id=1824502713&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,vivoU3,1099.00,6336
卓瓦数码专营店,//detail.tmall.com/item.htm?id=593305523406&skuId=4296912376489&areaId=410500&standard=1&user_id=686947088&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,nubia/努比亚红魔,3599.00,115
美图旗舰店,//detail.tmall.com/item.htm?id=577518094619&skuId=4430359694385&areaId=410500&standard=1&user_id=1811831780&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Meitu/美图MP1710限量版礼盒.IP定制.动漫联名,1299.00,576
锦万数码专营,//detail.tmall.com/item.htm?id=606524331004&skuId=4419661695126&areaId=410500&standard=1&user_id=746181913&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,Coolpad/酷派cool9酷派COOL9双卡双待4G全网通手机,599.00,2961
koobee手机旗舰店,//detail.tmall.com/item.htm?id=607604705305&skuId=4435346866811&areaId=410500&user_id=1112551857&cat_id=2&is_b=1&rn=8213e427a3edf12d5ccb36fb080ba499,koobee/酷比Y3,658.00,1860
东亿民华数码专营店,//detail.tmall.com/item.htm?id=609463244053&skuId=4287683073952&areaId=410500&standard=1&user_id=2205312695265&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,K-Touch/天语LD1,499.00,1869
进隆数码专营店,//detail.tmall.com/item.htm?id=601526037041&skuId=4386187507418&areaId=410500&standard=1&user_id=908237986&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,DOOV/朵唯P9,489.00,5249
晟功数码专营店,//detail.tmall.com/item.htm?id=610028055860&skuId=4293275357065&areaId=410500&standard=1&user_id=319810678&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,21KEqin2pro,599.00,806
朵唯官方旗舰店,//detail.tmall.com/item.htm?id=601723086180&skuId=4380647655917&areaId=410500&standard=1&user_id=745667243&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,DOOV/朵唯A55全面刘海屏全网通智能手机,499.00,310
佳宁数码专营店,//detail.tmall.com/item.htm?id=610096895650&skuId=4453980802270&areaId=410500&standard=1&user_id=369979583&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Gionee/金立K35000mAh大电池6.2英寸水滴屏,899.00,278
OPPO欧曙专卖店,//detail.tmall.com/item.htm?id=612460447375&skuId=4318369209606&areaId=410500&standard=1&user_id=1715164541&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,OPPOFindX2Pro,6999.00,3364
ZTE中兴官方旗舰店,//detail.tmall.com/item.htm?id=604322191258&skuId=4449029487794&areaId=410500&standard=1&user_id=2765414748&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,ZTE/中兴ZTEA7010,699.00,282
朵唯宇钧汇专卖店,//detail.tmall.com/item.htm?id=606758414950&skuId=4267467297561&areaId=410500&standard=1&user_id=2201509551154&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,DOOV/朵唯20190808,689.00,346
天猫超市,//detail.tmall.com/item.htm?id=611019059153&skuId=4465514218861&areaId=410500&standard=1&user_id=725677994&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果AppleiPhoneXSMax,5949.00,573
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=612969202972&skuId=4318045949041&areaId=410500&standard=1&user_id=2124152022&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Samsung/三星GalaxyZFlipSM-F7000,12998.00,1894
小辣椒搜客专卖店,//detail.tmall.com/item.htm?id=607403098573&skuId=4468274554711&areaId=410500&standard=1&user_id=2206521065189&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,小辣椒小辣椒P60,799.00,707
异维数码专营店,//detail.tmall.com/item.htm?id=602145982271&skuId=4442304399729&areaId=410500&standard=1&user_id=1995704611&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Philips/飞利浦E518,489.00,712
轻松换数码旗舰店,//detail.tmall.com/item.htm?id=613833985207&skuId=4492147274235&areaId=410500&standard=1&user_id=2204163545195&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果Appleiphone11pro,7999.00,54
优源数码专营店,//detail.tmall.com/item.htm?id=589530440234&skuId=4494863303635&areaId=410500&standard=1&user_id=1740729405&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,DOOV/朵唯L525,599.00,188
百汇瑞成数码专营店,//detail.tmall.com/item.htm?id=601125154741&skuId=4382450890533&areaId=410500&user_id=754340113&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,快活狐gp-50全网通4g网络实时监控软件下载,699.00,211
天猫超市,//detail.tmall.com/item.htm?id=610799486371&skuId=4465673930708&areaId=410500&standard=1&user_id=725677994&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果AppleiPhone11proMax,10269.00,99
多亲旗舰店,//detail.tmall.com/item.htm?id=602754883341&skuId=4216001532261&areaId=410500&standard=1&user_id=2201255173898&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,多亲QIN2,599.00,466
岸越数码专营店,//detail.tmall.com/item.htm?id=587340049817&skuId=3996939345510&areaId=410500&standard=1&user_id=872196368&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米小米9SE,1749.00,239
虫马虫义数码专营店,//detail.tmall.com/item.htm?id=610660735130&skuId=4464035903038&areaId=410500&standard=1&user_id=2200692104853&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果iPhone7,2899.00,682
搜酷数码专营店,//detail.tmall.com/item.htm?id=600169520353&skuId=4315829324567&areaId=410500&standard=1&user_id=2124156138&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果iPhone8Plus,4099.00,10000.0
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=605468103182&skuId=4266777221080&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果iPhone11ProMax,10899.00,12000.0
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=602661002260&skuId=4220719393892&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Apple/苹果iPhone11Pro,9999.00,6645
华为官方旗舰店,//detail.tmall.com/item.htm?id=605867145401&skuId=4414626954160&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,HUAWEInova5z,1599.00,44000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=594381462179&skuId=4301474348316&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,vivoZ5X,1398.00,35000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=608819507503&skuId=4497739222017&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,honor/荣耀荣耀V30Pro,3999.00,11000.0
华为官方旗舰店,//detail.tmall.com/item.htm?id=589814336859&skuId=4042062705283&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,HUAWEIHUAWEIP30,3688.00,20000.0
小米官方旗舰店,//detail.tmall.com/item.htm?id=608384662277&skuId=4287056729082&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米RedmiK30,1699.00,36000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=601717764536&skuId=4490586163552&areaId=410500&user_id=883737303&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,vivoNEX3,4498.00,479
小米官方旗舰店,//detail.tmall.com/item.htm?id=602221212439&skuId=4245293161802&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米Redmi8A5000mAh大电量,599.00,66000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=602067209326&skuId=4495422830302&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,honor/荣耀荣耀play3,999.00,46000.0
三星官方旗舰店,//detail.tmall.com/item.htm?id=606826111503&skuId=4420229850220&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Samsung/三星GalaxyFoldSM-F9000,15998.00,122
三星官方旗舰店,//detail.tmall.com/item.htm?id=600469192419&skuId=4418932714511&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Samsung/三星GalaxyNote10SM-N9700骁龙855|超感官全视屏,6299.00,290
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=604435891699&skuId=4233051153584&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,OPPOA11超清音质.极致美颜.双卡4G,1299.00,20000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=604002629541&skuId=4402444098081&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,OPPOReno2Z,2299.00,3382
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=598125723296&skuId=4325264876630&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米小米CC9,2299.00,2941
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=573941426243&skuId=4207497700260&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米小米Max36.9英寸巨无霸级全面屏,1199.00,1515
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=570349630875&skuId=4329296081184&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Huawei/华为畅享8e青春18#3B9全面屏32GB大内存,468.00,1129
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=605728941503&skuId=4417128995408&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Samsung/三星GalaxyM30sSM-M30706000mAh超长续航+15W加速充电,1699.00,476
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=596887991598&skuId=4146437880323&areaId=410500&standard=1&user_id=3063905773&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,honor/荣耀畅玩7小巧全面屏通话大音量,418.00,1487
连盛数码专营店,//detail.tmall.com/item.htm?id=607506761497&skuId=4482135074191&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米小米MIX3磁动力滑盖全面屏,2599.00,307
realme官方旗舰店,//detail.tmall.com/item.htm?id=612659551697&skuId=4488796854738&areaId=410500&standard=1&user_id=2200766936524&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,realme真我X50Pro5G,4199.00,3833
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=611796008352&skuId=4479236258503&areaId=410500&standard=1&user_id=3063905773&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Xiaomi/小米小米10Pro,5999.00,15000.0
年年盛数码专营店,//detail.tmall.com/item.htm?id=613392485501&skuId=4488661538891&areaId=410500&standard=1&user_id=2200645849853&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,nubia/努比亚NX659J,3699.00,750
魅族晓亚专卖店,//detail.tmall.com/item.htm?id=588640043022&skuId=4484886106676&areaId=410500&standard=1&user_id=2133951112&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Meizu/魅族Note9高通骁龙6754800万像素AI双摄,1029.00,2273
realme官方旗舰店,//detail.tmall.com/item.htm?id=610038892315&skuId=4303376177857&areaId=410500&standard=1&user_id=2200766936524&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,realmeX50,2498.90,1679
iQOO官方旗舰店,//detail.tmall.com/item.htm?id=613011338138&skuId=4503723063063&areaId=410500&user_id=2207440821122&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,iQOOiQOONeo855,2298.00,2210
诺基亚手机官方旗舰店,//detail.tmall.com/item.htm?id=610048096533&skuId=4306411544031&areaId=410500&standard=1&user_id=3367335567&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Nokia/诺基亚2720经典翻盖超大按键4G全网通,649.00,1175
努比亚官方旗舰店,//detail.tmall.com/item.htm?id=599561201195&skuId=4392995482637&areaId=410500&standard=1&user_id=1677335387&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,nubia/努比亚Z20【新品发布】nubia/努比亚Z20年,2999.00,349
努比亚官方旗舰店,//detail.tmall.com/item.htm?id=580952113032&skuId=4438485702199&areaId=410500&standard=1&user_id=1677335387&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,nubia/努比亚努比亚X,2399.00,414
iQOO官方旗舰店,//detail.tmall.com/item.htm?id=612497216686&skuId=4332803161820&areaId=410500&user_id=2207440821122&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,iQOOiQOO3,3998.00,893
旭翼数码专营店,//detail.tmall.com/item.htm?id=574324534152&skuId=4487781066374&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,honor/荣耀荣耀10不详,1799.00,132
硕王鑫基汇专卖店,//detail.tmall.com/item.htm?id=613137713801&skuId=4314610100168&areaId=410500&user_id=2204161616234&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,SAILF/硕王硕王SAILF-R20强劲三摄还原真彩炫酷机身,598.00,892
米凌数码专营店,//detail.tmall.com/item.htm?id=606086552773&skuId=4422742459069&areaId=410500&standard=1&user_id=1959202531&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,K-Touch/天语M16,559.00,236
华飞数码专营店,//detail.tmall.com/item.htm?id=564632151682&skuId=4239308560230&areaId=410500&standard=1&user_id=1657780380&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,honor/荣耀荣耀9青春版全屏四摄正反都美,978.00,117
天杰数码专营店,//detail.tmall.com/item.htm?id=593977931510&skuId=4273952399641&areaId=410500&standard=1&user_id=845231900&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,ZTE/中兴A0700,499.00,256
晟功数码专营店,//detail.tmall.com/item.htm?id=607736718879&skuId=4456697778526&areaId=410500&standard=1&user_id=319810678&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,21KE升级版多亲QIN2,599.00,285
多亲旗舰店,//detail.tmall.com/item.htm?id=608659261789&skuId=4444693242190&areaId=410500&user_id=2201255173898&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,多亲Qin2PRO64G,799.00,282
青椒数码专营店,//detail.tmall.com/item.htm?id=612641875117&skuId=4483004407512&areaId=410500&user_id=4022679268&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,欧宝qin2,599.00,71
博海宇通数码专营店,//detail.tmall.com/item.htm?id=596616334117&skuId=4328144848421&areaId=410500&standard=1&user_id=1963544026&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Lenovo/联想S5ProGT,898.00,26
晋商数码专营店,//detail.tmall.com/item.htm?id=553345819148&skuId=4032762318004&areaId=410500&standard=1&user_id=210910611&cat_id=2&is_b=1&rn=62755202818f68d69c7babe7a09b4afc,Huawei/华为畅享6轻薄有型电力十足大广角镜头,418.00,179
SONY手机官方旗舰店,//detail.tmall.com/item.htm?id=603188830389&skuId=4223261844022&areaId=410500&standard=1&user_id=2528566607&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Sony/索尼J9210,5199.00,72
热图数码专营店,//detail.tmall.com/item.htm?id=603124478325&skuId=4398407006334&areaId=410500&standard=1&user_id=2201415902533&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米小米9pro,3828.00,159
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=593025007765&skuId=4314441875170&areaId=410500&standard=1&user_id=2124152022&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Samsung/三星GalaxyA60SM-A6060超清影像黑瞳全视屏,1388.00,367
海信手机旗舰店,//detail.tmall.com/item.htm?id=606533920738&skuId=4257954053619&areaId=410500&standard=1&user_id=1032208013&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Hisense/海信A6L双屏手机正面彩屏背面水墨屏,2799.00,53
天杰数码专营店,//detail.tmall.com/item.htm?id=606359204075&skuId=4425806695452&areaId=410500&user_id=845231900&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,ZTE/中兴ZTEV1050,899.00,149
玩风数码专营店,//detail.tmall.com/item.htm?id=585766073008&skuId=4400414923026&areaId=410500&standard=1&user_id=761647182&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米RedmiNote7,849.00,194
久汇数码专营店,//detail.tmall.com/item.htm?id=599742051676&skuId=4352063070482&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀荣耀NOTE10,1849.00,442
中电盈讯数码专营店,//detail.tmall.com/item.htm?id=611762335062&skuId=4306576736615&areaId=410500&standard=1&user_id=661871428&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,小辣椒红辣椒9X,799.00,119
创佰佳数码专营店,//detail.tmall.com/item.htm?id=581228881643&skuId=3884199057512&areaId=410500&standard=1&user_id=411886194&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Meizu/魅族X8骁龙710轻奢拍照全面屏手机,918.00,772
ktouch天语众鑫世纪专卖店,//detail.tmall.com/item.htm?id=596267090461&skuId=4140673924166&areaId=410500&standard=1&user_id=2452947959&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,K-Touch/天语I10,659.00,99
异维数码专营店,//detail.tmall.com/item.htm?id=610775433199&skuId=4300917777925&areaId=410500&standard=1&user_id=1995704611&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,K-Touch/天语LD2,599.00,104
旭翼数码专营店,//detail.tmall.com/item.htm?id=545639574250&skuId=3884450447943&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀荣耀8青春版双2.5D玻璃10级美颜,679.00,11
金万吉数码专营店,//detail.tmall.com/item.htm?id=612753348215&skuId=4320789805884&areaId=410500&standard=1&user_id=1898764315&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,nubia/努比亚红魔Mars电竞手机,1999.00,84
岸越数码专营店,//detail.tmall.com/item.htm?id=568513972720&skuId=4490946267505&areaId=410500&standard=1&user_id=872196368&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米6X前后2000万AI双摄5.99''全面屏,699.00,206
vertu纬图旗舰店,//detail.tmall.com/item.htm?id=600584339383&skuId=4195974393745&areaId=410500&user_id=2200694625295&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Vertu/纬图VTL-1905,12999.00,12
豪置数码专营店,//detail.tmall.com/item.htm?id=585514273361&skuId=3968407405550&areaId=410500&standard=1&user_id=1639805004&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Huawei/华为nova3e前置2400万自然美妆摄像头,979.00,275
vivo欧曙专卖店,//detail.tmall.com/item.htm?id=587050057533&skuId=4305031877234&areaId=410500&standard=1&user_id=1637289231&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,vivoU1,999.00,136
博海宇通数码专营店,//detail.tmall.com/item.htm?id=582262384670&skuId=4464184374607&areaId=410500&standard=1&user_id=1963544026&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Lenovo/联想K5Note6吋全面屏超大电池1600万双摄,528.00,62
8848手机官方旗舰店,//detail.tmall.com/item.htm?id=557351647338&skuId=4231474008203&areaId=410500&user_id=2966545063&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,8848M4指纹识别6G运行内存128G存储空间,4999.00,95
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=598598143894&skuId=4340048155040&areaId=410500&standard=1&user_id=2124152022&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Samsung/三星GalaxyA80SM-GA8050,2388.00,169
岸越数码专营店,//detail.tmall.com/item.htm?id=566387217906&skuId=4270382693836&areaId=410500&standard=1&user_id=872196368&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米红米Note5AI双摄智能美颜骁龙6366GB内存,888.00,73
小辣椒旗舰店,//detail.tmall.com/item.htm?id=572961109695&skuId=4268490261827&areaId=410500&standard=1&user_id=2011807058&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,小辣椒红辣椒R15,999.00,186
莫拉克数码专营店,//detail.tmall.com/item.htm?id=609185924388&skuId=4484539158530&areaId=410500&user_id=431317864&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,360N5全网通6G运存|骁龙660|1600万后置双摄,799.00,41
亿品汇数码专营,//detail.tmall.com/item.htm?id=570944935483&skuId=4482727758577&areaId=410500&standard=1&user_id=1718968945&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀荣耀9i,939.00,61
万诚春数码专营店,//detail.tmall.com/item.htm?id=607600689013&skuId=4438432467700&areaId=410500&standard=1&user_id=2057657476&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,纽曼P20,989.00,57
致诚信达数码专营店,//detail.tmall.com/item.htm?id=603073358306&skuId=4221821320662&areaId=410500&standard=1&user_id=1956274309&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Philips/飞利浦E515移动联通4G老人手机翻盖内外屏,489.00,119
豪置数码专营店,//detail.tmall.com/item.htm?id=579109363753&skuId=4010431467357&areaId=410500&standard=1&user_id=1639805004&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Huawei/华为nova2s6英寸全面屏2000万四镜头,1349.00,176
启能数码专营店,//detail.tmall.com/item.htm?id=601004581162&skuId=4468772454060&areaId=410500&standard=1&user_id=507957984&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米MIX2SAI双摄骁龙845全面屏陶瓷机身,2799.00,111
锦万数码专营,//detail.tmall.com/item.htm?id=610064268374&skuId=4295106533423&areaId=410500&standard=1&user_id=746181913&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Philips/飞利浦S610,799.00,193
SONY手机官方旗舰店,//detail.tmall.com/item.htm?id=594140492161&skuId=4120544681033&areaId=410500&standard=1&user_id=2528566607&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Sony/索尼J9110,5499.00,41
莫拉克数码专营店,//detail.tmall.com/item.htm?id=541517742110&skuId=4239300254217&areaId=410500&standard=1&user_id=431317864&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Coolpad/酷派C106千元定义双摄像头,418.00,74
火红数码专营店,//detail.tmall.com/item.htm?id=600816731343&skuId=4195249880991&areaId=410500&standard=1&user_id=863113918&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,realmeX,1199.00,81
久汇数码专营店,//detail.tmall.com/item.htm?id=566894711159&skuId=4064185419622&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Huawei/华为畅享8,469.00,76
