2019-02-19,7
2019-02-17,6
2019-02-13,4
2019-02-12,11
2019-02-10,5
2019-02-09,3
2019-02-05,1
2019-02-03,4
2019-02-02,6
2019-01-31,12
2019-01-27,7
2019-01-25,4
2019-01-24,3
2019-01-22,13
2019-01-21,4
2019-01-18,13
2019-01-17,13
2019-01-16,9
2019-01-14,12
2019-01-10,11
2019-01-08,10
2019-01-06,7
2019-01-05,14
2019-01-03,5
2019-01-01,8
2018-12-31,6
2018-12-29,13
2018-12-26,2
2018-12-17,16
2018-12-14,14
2018-11-13,2
2018-11-12,3
2018-11-10,4
2018-11-08,2
2018-11-07,2
2018-11-04,0
2018-11-01,0
2018-10-31,1
2018-10-30,3
2018-10-28,0
2018-10-26,0
2018-10-24,0
2018-10-22,0
2018-10-20,1
2018-10-18,2
2018-10-17,0
2018-10-15,1
2018-10-14,0
2018-10-13,0
2018-10-11,0
2018-10-10,0
2018-10-08,1
2018-10-06,0
2018-10-05,2
2020-02-09,254
2020-02-03,213
2020-01-30,141
2019-12-27,179
2019-11-13,286
2019-11-09,120
2019-11-06,115
2019-11-05,124
2019-11-04,146
2019-11-02,106
2019-10-31,55
2019-10-29,61
2019-10-28,64
2019-10-25,63
2019-10-23,57
2019-10-20,50
2019-10-17,54
2019-10-14,44
2019-10-10,66
2019-10-09,64
2019-10-08,76
2019-10-05,73
2019-10-03,66
2019-09-29,63
2019-09-28,67
2019-09-24,58
2019-09-22,73
2019-09-18,73
2019-09-15,72
2019-09-13,79
2019-09-11,79
2019-09-09,84
2019-09-08,77
2019-09-06,102
2019-08-25,75
2019-08-24,117
2019-08-22,65
2019-08-20,98
2019-08-18,58
2019-08-17,67
2019-08-16,79
2019-08-10,54
2019-08-06,47
2019-08-01,60
2019-07-31,40
2019-07-30,46
2019-07-28,55
2019-07-22,32
2019-07-20,31
2019-07-18,31
2019-07-15,51
2019-07-10,51
2019-07-07,32
2019-07-04,30
2019-06-29,28
2019-06-28,24
2019-06-27,23
2019-06-25,44
2019-06-24,43
2019-06-23,42
2019-06-20,38
2019-06-19,24
2019-06-15,14
2019-06-14,6
2019-06-10,10
2019-06-09,4
2019-06-08,2
2019-06-03,3
2019-05-24,6
2019-05-18,13
2019-05-17,11
2019-04-12,6
2019-04-11,8
2019-04-10,4
2019-04-09,5
2019-04-08,3
2019-04-06,3
2019-04-03,4
2019-03-30,3
2019-03-28,2
2019-03-27,5
2019-03-25,3
2019-03-23,5
2019-03-22,5
2019-03-17,6
2019-03-14,7
2019-03-12,6
2019-03-09,8
2019-03-07,10
2019-03-06,5
2019-03-04,5
2019-03-03,8
2019-03-02,8
2019-02-28,14
2019-02-27,8
2019-02-26,4
2019-02-25,4
2019-02-24,14
2019-02-21,14
2019-02-18,12
2019-02-16,5
2019-02-15,12
2019-02-14,3
2019-02-11,4
2019-02-08,1
2019-02-06,3
2019-02-04,5
2019-02-01,3
2019-01-30,4
2019-01-29,4
2019-01-28,5
2019-01-26,3
2019-01-23,2
2019-01-20,9
2019-01-19,7
2019-01-13,13
2019-01-12,7
2019-01-11,12
2019-01-09,2
2019-01-07,8
2019-01-04,9
2018-12-30,5
2018-12-27,7
